"step","time","part","epoch","loss","lr","outcome_score","outcome_auroc","outcome_auprc","outcome_f_measure","outcome_accuracy","cpc_mse","cpc_mae"
20,"2023-09-15 17:46:02.943819","train",0,0.2785175144672394,0.0003200232419804383,"","","","","","",""
40,"2023-09-15 17:46:07.692450","train",0,0.3154250383377075,0.0003200929676404037,"","","","","","",""
60,"2023-09-15 17:46:12.426173","train",0,0.32069239020347595,0.0003202091761358534,"","","","","","",""
80,"2023-09-15 17:46:17.162168","train",0,0.34068480134010315,0.0003203718660600612,"","","","","","",""
100,"2023-09-15 17:46:21.901653","train",0,0.3699009418487549,0.00032058103544363274,"","","","","","",""
120,"2023-09-15 17:46:26.644781","train",0,0.3080473244190216,0.00032083668175453186,"","","","","","",""
140,"2023-09-15 17:46:31.387783","train",0,0.3148501515388489,0.00032113880189810727,"","","","","","",""
160,"2023-09-15 17:46:36.131028","train",0,0.2846342623233795,0.0003214873922171369,"","","","","","",""
180,"2023-09-15 17:46:40.872556","train",0,0.3561786711215973,0.00032188244849186594,"","","","","","",""
200,"2023-09-15 17:46:45.615694","train",0,0.3101033866405487,0.00032232396594005907,"","","","","","",""
220,"2023-09-15 17:46:50.357579","train",0,0.37710246443748474,0.00032281193921705927,"","","","","","",""
240,"2023-09-15 17:46:55.101900","train",0,0.29577913880348206,0.00032334636241585467,"","","","","","",""
260,"2023-09-15 17:46:59.844112","train",0,0.34610414505004883,0.0003239272290671462,"","","","","","",""
280,"2023-09-15 17:47:04.587521","train",0,0.32738038897514343,0.00032455453213942834,"","","","","","",""
300,"2023-09-15 17:47:09.331225","train",0,0.32562533020973206,0.0003252282640390713,"","","","","","",""
320,"2023-09-15 17:47:14.075755","train",0,0.30840688943862915,0.00032594841661042016,"","","","","","",""
340,"2023-09-15 17:47:18.823844","train",0,0.26518532633781433,0.00032671498113588226,"","","","","","",""
360,"2023-09-15 17:47:23.572986","train",0,0.2917703092098236,0.0003275279483360436,"","","","","","",""
380,"2023-09-15 17:47:28.321183","train",0,0.2556474804878235,0.00032838730836977446,"","","","","","",""
400,"2023-09-15 17:47:33.069493","train",0,0.2796885073184967,0.00032929305083435195,"","","","","","",""
420,"2023-09-15 17:47:37.818346","train",0,0.29517826437950134,0.00033024516476558557,"","","","","","",""
440,"2023-09-15 17:47:42.568467","train",0,0.2726314663887024,0.0003312436386379439,"","","","","","",""
460,"2023-09-15 17:47:47.318142","train",0,0.28613439202308655,0.0003322884603647056,"","","","","","",""
480,"2023-09-15 17:47:52.067400","train",0,0.276386559009552,0.0003333796172980954,"","","","","","",""
500,"2023-09-15 17:47:56.817098","train",0,0.2918185889720917,0.00033451709622944314,"","","","","","",""
520,"2023-09-15 17:48:01.566698","train",0,0.30922770500183105,0.0003357008833893404,"","","","","","",""
540,"2023-09-15 17:48:06.317081","train",0,0.2839951813220978,0.0003369309644478107,"","","","","","",""
560,"2023-09-15 17:48:11.068010","train",0,0.31659290194511414,0.000338207324514477,"","","","","","",""
580,"2023-09-15 17:48:15.818987","train",0,0.31851205229759216,0.00033952994813874794,"","","","","","",""
600,"2023-09-15 17:48:20.569026","train",0,0.34779736399650574,0.0003408988193100036,"","","","","","",""
602,"2023-09-15 17:49:16.981129","train",0,"","",0.47844789746290933,0.8141767861206767,0.8669153617310853,0.7051419820537295,0.7320825320929265,3.8628449664778337,1.0898082220258822
