"step","time","part","epoch","loss","lr","outcome_score","outcome_auroc","outcome_auprc","outcome_f_measure","outcome_accuracy","cpc_mse","cpc_mae"
20,"2023-09-18 16:49:30.113097","train",0,0.3566450774669647,0.000320069657218351,"","","","","","",""
40,"2023-09-18 16:49:35.380519","train",0,0.30712398886680603,0.00032027862634625374,"","","","","","",""
60,"2023-09-18 16:49:40.636583","train",0,0.3188380002975464,0.00032062689980235076,"","","","","","",""
80,"2023-09-18 16:49:45.891648","train",0,0.2955026626586914,0.00032111446495134907,"","","","","","",""
100,"2023-09-18 16:49:51.156576","train",0,0.2598229646682739,0.00032174130410448417,"","","","","","",""
120,"2023-09-18 16:49:56.419217","train",0,0.2801496386528015,0.0003225073945201532,"","","","","","",""
140,"2023-09-18 16:50:01.682407","train",0,0.2747803330421448,0.00032341270840475014,"","","","","","",""
160,"2023-09-18 16:50:06.947074","train",0,0.2892223000526428,0.0003244572129136652,"","","","","","",""
180,"2023-09-18 16:50:12.212625","train",0,0.2543328106403351,0.00032564087015248596,"","","","","","",""
200,"2023-09-18 16:50:17.475440","train",0,0.26767072081565857,0.0003269636371783591,"","","","","","",""
220,"2023-09-18 16:50:22.740766","train",0,0.23220477998256683,0.00032842546600156224,"","","","","","",""
240,"2023-09-18 16:50:28.006520","train",0,0.336487352848053,0.0003300263035872367,"","","","","","",""
260,"2023-09-18 16:50:33.270441","train",0,0.23655986785888672,0.0003317660918573115,"","","","","","",""
280,"2023-09-18 16:50:38.533742","train",0,0.34815317392349243,0.0003336447676926136,"","","","","","",""
300,"2023-09-18 16:50:43.802889","train",0,0.2533711791038513,0.00033566226293515935,"","","","","","",""
320,"2023-09-18 16:50:49.074277","train",0,0.24406161904335022,0.00033781850439062056,"","","","","","",""
340,"2023-09-18 16:50:54.348185","train",0,0.2590683102607727,0.00034011341383098723,"","","","","","",""
360,"2023-09-18 16:50:59.620181","train",0,0.22216203808784485,0.00034254690799740035,"","","","","","",""
380,"2023-09-18 16:51:04.892480","train",0,0.26533374190330505,0.0003451188986031738,"","","","","","",""
400,"2023-09-18 16:51:10.164236","train",0,0.2079499214887619,0.0003478292923370027,"","","","","","",""
420,"2023-09-18 16:51:15.439371","train",0,0.2434844970703125,0.00035067799086633926,"","","","","","",""
440,"2023-09-18 16:51:20.712042","train",0,0.2732362151145935,0.00035366489084096616,"","","","","","",""
460,"2023-09-18 16:51:25.984961","train",0,0.23684769868850708,0.00035678988389674805,"","","","","","",""
480,"2023-09-18 16:51:31.258640","train",0,0.20663461089134216,0.000360052856659558,"","","","","","",""
500,"2023-09-18 16:51:36.531765","train",0,0.15286052227020264,0.00036345369074939054,"","","","","","",""
520,"2023-09-18 16:51:41.805371","train",0,0.18418541550636292,0.00036699226278466297,"","","","","","",""
535,"2023-09-18 16:52:41.385563","train",0,"","",0.2660872618734088,0.709507181611139,0.7802589207919183,0.5398072643074991,0.6402473883893769,5.3812691648043245,1.4694142716075047
535,"2023-09-18 16:52:54.535967","val",0,"","",0.182053494391717,0.6695814900405559,0.7219162324575843,0.47836560093588903,0.5770260403991239,6.50620588951083,1.696763202725724
540,"2023-09-18 16:52:57.174961","train",1,0.23821566998958588,0.0003706684443866848,"","","","","","",""
560,"2023-09-18 16:53:02.452522","train",1,0.2062734067440033,0.00037448210218431807,"","","","","","",""
580,"2023-09-18 16:53:07.728939","train",1,0.20500950515270233,0.0003784330978188156,"","","","","","",""
600,"2023-09-18 16:53:13.005580","train",1,0.2853066027164459,0.0003825212879488421,"","","","","","",""
620,"2023-09-18 16:53:18.280111","train",1,0.30749401450157166,0.00038674652425567044,"","","","","","",""
640,"2023-09-18 16:53:23.556611","train",1,0.2672332525253296,0.00039110865344856895,"","","","","","",""
660,"2023-09-18 16:53:28.831327","train",1,0.14658068120479584,0.00039560751727035683,"","","","","","",""
680,"2023-09-18 16:53:34.107337","train",1,0.28213852643966675,0.0004002429525031496,"","","","","","",""
700,"2023-09-18 16:53:39.382560","train",1,0.27651554346084595,0.0004050147909742778,"","","","","","",""
720,"2023-09-18 16:53:44.659339","train",1,0.27981141209602356,0.00040992285956239095,"","","","","","",""
740,"2023-09-18 16:53:49.935580","train",1,0.21993334591388702,0.00041496698020373514,"","","","","","",""
760,"2023-09-18 16:53:55.212475","train",1,0.2486567199230194,0.00042014696989861773,"","","","","","",""
780,"2023-09-18 16:54:00.487565","train",1,0.24914510548114777,0.00042546264071803997,"","","","","","",""
800,"2023-09-18 16:54:05.763194","train",1,0.19982033967971802,0.00043091379981052315,"","","","","","",""
820,"2023-09-18 16:54:11.039872","train",1,0.2055887132883072,0.0004365002494090978,"","","","","","",""
840,"2023-09-18 16:54:16.315384","train",1,0.26299548149108887,0.0004422217868384846,"","","","","","",""
860,"2023-09-18 16:54:21.591102","train",1,0.2252725064754486,0.00044807820452244,"","","","","","",""
880,"2023-09-18 16:54:26.868485","train",1,0.21325169503688812,0.000454069289991298,"","","","","","",""
900,"2023-09-18 16:54:32.144746","train",1,0.33883294463157654,0.0004601948258896645,"","","","","","",""
920,"2023-09-18 16:54:37.420332","train",1,0.22978268563747406,0.0004664545899843199,"","","","","","",""
940,"2023-09-18 16:54:42.695708","train",1,0.2350282520055771,0.0004728483551722628,"","","","","","",""
960,"2023-09-18 16:54:47.973273","train",1,0.26988568902015686,0.0004793758894889649,"","","","","","",""
980,"2023-09-18 16:54:53.249174","train",1,0.32796064019203186,0.0004860369561167782,"","","","","","",""
1000,"2023-09-18 16:54:58.526562","train",1,0.25051769614219666,0.0004928313133935307,"","","","","","",""
1020,"2023-09-18 16:55:03.803310","train",1,0.3301757276058197,0.0004997587148212893,"","","","","","",""
1040,"2023-09-18 16:55:09.081089","train",1,0.288765013217926,0.0005068189090753081,"","","","","","",""
1060,"2023-09-18 16:55:14.356303","train",1,0.1912146508693695,0.0005140116400131423,"","","","","","",""
1070,"2023-09-18 16:56:12.419978","train",1,"","",0.4558862259678694,0.8243721521124943,0.8657458574616329,0.6827639728605572,0.7263136011641806,3.9988046359336833,1.1237981393898446
1070,"2023-09-18 16:56:25.577586","val",1,"","",0.2631578947368421,0.7552313142743706,0.7863249358517989,0.6000467760703934,0.6544171331224142,5.376977366755901,1.4144560720369919
1080,"2023-09-18 16:56:29.634574","train",2,0.18375828862190247,0.0005213366466839441,"","","","","","",""
1100,"2023-09-18 16:56:34.910959","train",2,0.26706838607788086,0.0005287936633379267,"","","","","","",""
1120,"2023-09-18 16:56:40.189584","train",2,0.25755271315574646,0.0005363824194360095,"","","","","","",""
